NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCR;PCR;PERC_PCR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS
CATALUNYA;CATALUNYA;2020-07-22;2020-07-28;No;179.562;1.11441;83.5678;6357;985.5143;74968;8.3835;598;138;37
CATALUNYA;CATALUNYA;2020-07-22;2020-07-28;--;;;0.0000;146;0.0000;1046;8.7719;76;1;0
CATALUNYA;CATALUNYA;2020-07-22;2020-07-28;Si;;;220.4408;143;6044.3964;3921;3.8070;67;0;24
CATALUNYA;CATALUNYA;2020-07-21;2020-07-27;--;;;0.0000;148;0.0000;1017;9.2184;82;1;0
CATALUNYA;CATALUNYA;2020-07-21;2020-07-27;Si;;;157.2375;102;5927.2390;3845;2.8325;66;0;21
CATALUNYA;CATALUNYA;2020-07-21;2020-07-27;No;179.857;1.1536;84.0148;6391;972.6972;73993;8.5306;617;153;39
CATALUNYA;CATALUNYA;2020-07-20;2020-07-26;No;179.173;1.1958;83.5415;6355;959.0650;72956;8.6327;640;155;39
CATALUNYA;CATALUNYA;2020-07-20;2020-07-26;--;;;0.0000;167;0.0000;997;9.4705;71;2;0
CATALUNYA;CATALUNYA;2020-07-20;2020-07-26;Si;;;177.2776;115;6084.4766;3947;3.2664;61;2;19
CATALUNYA;CATALUNYA;2020-07-19;2020-07-25;No;185.358;1.25068;83.6730;6365;942.4355;71691;8.6958;603;151;39
CATALUNYA;CATALUNYA;2020-07-19;2020-07-25;--;;;0.0000;169;0.0000;987;9.2497;62;2;0
CATALUNYA;CATALUNYA;2020-07-19;2020-07-25;Si;;;191.1515;124;6193.9263;4018;3.4121;72;2;13
CATALUNYA;CATALUNYA;2020-07-18;2020-07-24;--;;;0.0000;203;0.0000;1010;11.6466;65;3;0
CATALUNYA;CATALUNYA;2020-07-18;2020-07-24;Si;;;229.6901;149;6201.6340;4023;4.6302;65;2;11
CATALUNYA;CATALUNYA;2020-07-18;2020-07-24;No;195.827;1.34409;84.4354;6423;931.4062;70852;8.9130;594;142;32
CATALUNYA;CATALUNYA;2020-07-17;2020-07-23;--;;;0.0000;217;0.0000;1074;12.1698;55;4;0
CATALUNYA;CATALUNYA;2020-07-17;2020-07-23;Si;;;221.9824;144;6133.8060;3979;4.7395;52;2;9
CATALUNYA;CATALUNYA;2020-07-17;2020-07-23;No;203.192;1.45901;83.0025;6314;887.4072;67505;9.2210;540;137;31
CATALUNYA;CATALUNYA;2020-07-16;2020-07-22;No;200.505;1.52783;80.6626;6136;841.5415;64016;9.4025;509;132;29
CATALUNYA;CATALUNYA;2020-07-16;2020-07-22;--;;;0.0000;223;0.0000;1056;12.8846;51;6;0
CATALUNYA;CATALUNYA;2020-07-16;2020-07-22;Si;;;237.3978;154;5860.9526;3802;4.8062;43;2;8
CATALUNYA;CATALUNYA;2020-07-15;2020-07-21;--;;;0.0000;225;0.0000;1003;13.9676;49;9;0
CATALUNYA;CATALUNYA;2020-07-15;2020-07-21;Si;;;292.8934;190;5574.2253;3616;6.3944;45;2;9
CATALUNYA;CATALUNYA;2020-07-15;2020-07-21;No;192.759;1.56574;77.5602;5900;797.0298;60630;9.3365;463;103;25
CATALUNYA;CATALUNYA;2020-07-14;2020-07-20;--;;;0.0000;229;0.0000;967;13.9413;41;9;0
CATALUNYA;CATALUNYA;2020-07-14;2020-07-20;Si;;;291.3519;189;5526.4374;3585;6.4127;45;2;9
CATALUNYA;CATALUNYA;2020-07-14;2020-07-20;No;179.995;1.59008;71.8943;5469;741.0287;56370;9.1228;446;79;19
CATALUNYA;CATALUNYA;2020-07-13;2020-07-19;No;164.757;1.61176;66.2942;5043;704.9041;53622;9.0464;405;76;13
CATALUNYA;CATALUNYA;2020-07-13;2020-07-19;--;;;0.0000;204;0.0000;908;13.5498;39;8;0
CATALUNYA;CATALUNYA;2020-07-13;2020-07-19;Si;;;268.2287;174;5531.0621;3588;5.9008;45;0;7
CATALUNYA;CATALUNYA;2020-07-12;2020-07-18;Si;;;255.8964;166;5443.1940;3531;5.9255;35;0;9
CATALUNYA;CATALUNYA;2020-07-12;2020-07-18;No;162.016;1.63456;64.5327;4909;693.2963;52739;8.8718;371;67;11
CATALUNYA;CATALUNYA;2020-07-12;2020-07-18;--;;;0.0000;203;0.0000;914;13.7931;36;8;0
CATALUNYA;CATALUNYA;2020-07-11;2020-07-17;--;;;0.0000;174;0.0000;870;11.3450;31;6;0
CATALUNYA;CATALUNYA;2020-07-11;2020-07-17;Si;;;206.5669;134;5094.8049;3305;4.6591;33;0;9
CATALUNYA;CATALUNYA;2020-07-11;2020-07-17;No;158.355;1.68571;61.2594;4660;661.4572;50317;8.6965;360;66;12
CATALUNYA;CATALUNYA;2020-07-10;2020-07-16;No;148.718;1.74961;56.2640;4280;621.7963;47300;8.5563;341;55;11
CATALUNYA;CATALUNYA;2020-07-10;2020-07-16;--;;;0.0000;148;0.0000;758;9.9196;34;7;0
CATALUNYA;CATALUNYA;2020-07-10;2020-07-16;Si;;;195.7761;127;4988.4384;3236;4.4076;32;0;9
CATALUNYA;CATALUNYA;2020-07-09;2020-07-15;Si;;;186.5268;121;5239.7101;3399;4.4098;24;0;10
CATALUNYA;CATALUNYA;2020-07-09;2020-07-15;No;136.402;1.80454;50.5718;3847;578.9279;44039;8.2969;315;53;10
CATALUNYA;CATALUNYA;2020-07-09;2020-07-15;--;;;0.0000;112;0.0000;634;8.6400;26;5;0
CATALUNYA;CATALUNYA;2020-07-08;2020-07-14;--;;;0.0000;99;0.0000;550;7.7491;23;3;0
CATALUNYA;CATALUNYA;2020-07-08;2020-07-14;Si;;;135.6559;88;5057.8079;3281;3.1088;23;0;9
CATALUNYA;CATALUNYA;2020-07-08;2020-07-14;No;123.525;1.82635;45.5501;3465;545.6953;41511;7.8926;322;51;12
CATALUNYA;CATALUNYA;2020-07-07;2020-07-13;No;111.435;1.84239;41.3041;3142;528.5663;40208;7.3342;284;49;14
CATALUNYA;CATALUNYA;2020-07-07;2020-07-13;--;;;0.0000;74;0.0000;511;7.3559;20;4;0
CATALUNYA;CATALUNYA;2020-07-07;2020-07-13;Si;;;164.9452;107;4960.6906;3218;2.9872;24;1;10
CATALUNYA;CATALUNYA;2020-07-06;2020-07-12;No;97.3227;1.83478;35.9274;2733;506.8100;38553;6.6519;263;37;12
CATALUNYA;CATALUNYA;2020-07-06;2020-07-12;--;;;0.0000;75;0.0000;466;8.2609;20;5;0
CATALUNYA;CATALUNYA;2020-07-06;2020-07-12;Si;;;149.5298;97;4638.5077;3009;2.8527;28;1;12
CATALUNYA;CATALUNYA;2020-07-05;2020-07-11;--;;;0.0000;71;0.0000;454;7.8125;23;5;0
CATALUNYA;CATALUNYA;2020-07-05;2020-07-11;Si;;;140.2805;91;4387.2360;2846;2.4990;28;1;10
CATALUNYA;CATALUNYA;2020-07-05;2020-07-11;No;93.3229;1.83202;34.5866;2631;495.8201;37717;6.5424;262;37;10
CATALUNYA;CATALUNYA;2020-07-04;2020-07-10;No;86.2535;1.78977;32.6804;2486;482.1090;36674;6.3535;244;40;11
CATALUNYA;CATALUNYA;2020-07-04;2020-07-10;--;;;0.0000;62;0.0000;433;7.7283;24;5;0
CATALUNYA;CATALUNYA;2020-07-04;2020-07-10;Si;;;147.9882;96;4291.6602;2784;2.9004;29;1;9
CATALUNYA;CATALUNYA;2020-07-03;2020-07-09;No;73.709;1.71312;28.7367;2186;464.9538;35369;5.4399;251;35;13
CATALUNYA;CATALUNYA;2020-07-03;2020-07-09;--;;;0.0000;53;0.0000;381;6.6667;18;3;0
CATALUNYA;CATALUNYA;2020-07-03;2020-07-09;Si;;;132.5728;86;4011.0991;2602;2.7015;26;1;11
CATALUNYA;CATALUNYA;2020-07-02;2020-07-08;--;;;0.0000;45;0.0000;349;6.6860;17;3;0
CATALUNYA;CATALUNYA;2020-07-02;2020-07-08;Si;;;115.6158;75;3607.2144;2340;2.3962;29;1;11
CATALUNYA;CATALUNYA;2020-07-02;2020-07-08;No;62.6258;1.63541;25.0164;1903;449.0999;34163;4.9184;232;29;14
CATALUNYA;CATALUNYA;2020-07-01;2020-07-07;--;;;0.0000;38;0.0000;318;4.7619;17;2;0
CATALUNYA;CATALUNYA;2020-07-01;2020-07-07;Si;;;83.2434;54;3420.6875;2219;1.5918;30;1;10
CATALUNYA;CATALUNYA;2020-07-01;2020-07-07;No;53.7479;1.63609;22.0849;1680;436.8218;33229;4.4505;209;23;16
CATALUNYA;CATALUNYA;2020-06-30;2020-07-06;No;47.8162;1.64438;19.1797;1459;428.2244;32575;3.9349;186;22;17
CATALUNYA;CATALUNYA;2020-06-30;2020-07-06;--;;;0.0000;33;0.0000;305;3.6424;17;1;0
CATALUNYA;CATALUNYA;2020-06-30;2020-07-06;Si;;;40.0801;26;3285.0316;2131;1.4484;28;0;10
CATALUNYA;CATALUNYA;2020-06-29;2020-07-05;--;;;0.0000;24;0.0000;278;3.6364;16;0;0
CATALUNYA;CATALUNYA;2020-06-29;2020-07-05;Si;;;36.9970;24;3135.5017;2034;1.4820;26;0;10
CATALUNYA;CATALUNYA;2020-06-29;2020-07-05;No;43.4694;1.67854;17.1158;1302;429.7625;32692;3.7177;187;19;17
CATALUNYA;CATALUNYA;2020-06-28;2020-07-04;--;;;0.0000;24;0.0000;274;3.3210;11;0;0
CATALUNYA;CATALUNYA;2020-06-28;2020-07-04;Si;;;36.9970;24;3186.3727;2067;1.4612;25;0;11
CATALUNYA;CATALUNYA;2020-06-28;2020-07-04;No;41.6376;1.67586;16.3533;1244;429.2498;32653;3.6192;180;15;17
CATALUNYA;CATALUNYA;2020-06-27;2020-07-03;No;40.173;1.69211;15.5120;1180;433.3644;32966;3.4317;187;13;15
CATALUNYA;CATALUNYA;2020-06-27;2020-07-03;--;;;0.0000;21;0.0000;285;2.8369;7;0;0
CATALUNYA;CATALUNYA;2020-06-27;2020-07-03;Si;;;24.6647;16;3214.1205;2085;0.9554;25;0;11
CATALUNYA;CATALUNYA;2020-06-26;2020-07-02;Si;;;38.5386;25;3396.0228;2203;1.4406;28;0;11
CATALUNYA;CATALUNYA;2020-06-26;2020-07-02;No;35.3751;1.65294;14.2894;1087;438.7410;33375;3.0929;160;17;13
CATALUNYA;CATALUNYA;2020-06-26;2020-07-02;--;;;0.0000;18;0.0000;291;3.1250;5;0;0
CATALUNYA;CATALUNYA;2020-06-25;2020-07-01;--;;;0.0000;18;0.0000;315;2.5641;4;1;0
CATALUNYA;CATALUNYA;2020-06-25;2020-07-01;Si;;;35.4555;23;3203.3297;2078;1.4121;28;0;11
CATALUNYA;CATALUNYA;2020-06-25;2020-07-01;No;31.7161;1.60096;13.2772;1010;423.7548;32235;2.7061;166;15;14
CATALUNYA;CATALUNYA;2020-06-24;2020-06-30;No;26.3937;1.51074;10.7664;819;375.6806;28578;2.4752;155;14;9
CATALUNYA;CATALUNYA;2020-06-24;2020-06-30;--;;;0.0000;11;0.0000;271;2.2472;3;1;0
CATALUNYA;CATALUNYA;2020-06-24;2020-06-30;Si;;;35.4555;23;2834.9005;1839;1.6887;28;0;12
CATALUNYA;CATALUNYA;2020-06-23;2020-06-29;Si;;;43.1632;28;2827.1928;1834;2.1505;29;0;11
CATALUNYA;CATALUNYA;2020-06-23;2020-06-29;No;23.6274;1.45533;9.8987;753;375.8910;28594;2.2871;164;15;6
CATALUNYA;CATALUNYA;2020-06-23;2020-06-29;--;;;0.0000;19;0.0000;271;3.3962;3;1;0
CATALUNYA;CATALUNYA;2020-06-22;2020-06-28;--;;;0.0000;16;0.0000;260;2.7559;11;1;0
CATALUNYA;CATALUNYA;2020-06-22;2020-06-28;Si;;;43.1632;28;2882.6884;1870;2.1555;29;0;11
CATALUNYA;CATALUNYA;2020-06-22;2020-06-28;No;20.8893;1.39146;8.7813;668;366.9387;27913;2.2645;164;19;10
CATALUNYA;CATALUNYA;2020-06-21;2020-06-27;No;19.4221;1.34557;8.4921;646;365.0325;27768;2.1597;160;19;12
CATALUNYA;CATALUNYA;2020-06-21;2020-06-27;--;;;0.0000;16;0.0000;261;2.7451;11;1;0
CATALUNYA;CATALUNYA;2020-06-21;2020-06-27;Si;;;43.1632;28;2825.6513;1833;2.2013;29;0;11
CATALUNYA;CATALUNYA;2020-06-20;2020-06-26;No;17.9024;1.27394;8.2292;626;363.6259;27661;2.1574;145;16;14
CATALUNYA;CATALUNYA;2020-06-20;2020-06-26;--;;;0.0000;17;0.0000;248;2.8926;12;1;0
CATALUNYA;CATALUNYA;2020-06-20;2020-06-26;Si;;;43.1632;28;2824.1097;1832;2.1824;32;0;14
CATALUNYA;CATALUNYA;2020-06-19;2020-06-25;--;;;0.0000;16;0.0000;234;1.7621;14;1;0
CATALUNYA;CATALUNYA;2020-06-19;2020-06-25;Si;;;32.3724;21;2763.9895;1793;1.6447;34;0;13
CATALUNYA;CATALUNYA;2020-06-19;2020-06-25;No;15.6891;1.19947;7.1118;541;350.5853;26669;1.8890;134;12;15
CATALUNYA;CATALUNYA;2020-06-18;2020-06-24;No;14.3347;1.18141;6.5334;497;368.5425;28035;1.8534;134;17;16
CATALUNYA;CATALUNYA;2020-06-18;2020-06-24;--;;;0.0000;15;0.0000;225;2.3041;14;0;0
CATALUNYA;CATALUNYA;2020-06-18;2020-06-24;Si;;;41.6217;27;3029.1351;1965;2.2003;33;0;12
CATALUNYA;CATALUNYA;2020-06-17;2020-06-23;No;14.8777;1.15249;6.7043;510;416.3932;31675;1.6741;154;20;19
CATALUNYA;CATALUNYA;2020-06-17;2020-06-23;--;;;0.0000;15;0.0000;250;2.0661;14;0;0
CATALUNYA;CATALUNYA;2020-06-17;2020-06-23;Si;;;55.4956;36;3659.6269;2374;2.3468;33;0;12
CATALUNYA;CATALUNYA;2020-06-16;2020-06-22;--;;;0.0000;10;0.0000;257;1.2000;14;0;0
CATALUNYA;CATALUNYA;2020-06-16;2020-06-22;Si;;;55.4956;36;3869.2770;2510;2.3359;35;0;13
CATALUNYA;CATALUNYA;2020-06-16;2020-06-22;No;13.9795;1.10542;6.3362;482;417.9838;31796;1.5131;151;19;19
CATALUNYA;CATALUNYA;2020-06-15;2020-06-21;--;;;0.0000;10;0.0000;289;0.7067;5;0;0
CATALUNYA;CATALUNYA;2020-06-15;2020-06-21;Si;;;58.5786;38;3947.8957;2561;2.3780;31;1;17
CATALUNYA;CATALUNYA;2020-06-15;2020-06-21;No;13.4006;1.06185;6.2311;474;432.1419;32873;1.4355;136;16;21
CATALUNYA;CATALUNYA;2020-06-14;2020-06-20;No;12.9198;1.0302;5.9419;452;431.6818;32838;1.3708;140;18;24
CATALUNYA;CATALUNYA;2020-06-14;2020-06-20;--;;;0.0000;9;0.0000;293;0.6969;5;0;0
CATALUNYA;CATALUNYA;2020-06-14;2020-06-20;Si;;;66.2864;43;4004.9329;2598;2.6914;33;1;20
CATALUNYA;CATALUNYA;2020-06-13;2020-06-19;--;;;0.0000;8;0.0000;290;0.7042;4;0;0
CATALUNYA;CATALUNYA;2020-06-13;2020-06-19;Si;;;66.2864;43;4049.6377;2627;2.6770;29;1;20
CATALUNYA;CATALUNYA;2020-06-13;2020-06-19;No;12.1012;0.952936;5.8235;443;432.9043;32931;1.2894;141;18;23
CATALUNYA;CATALUNYA;2020-06-12;2020-06-18;--;;;0.0000;7;0.0000;324;0.9434;3;0;0
CATALUNYA;CATALUNYA;2020-06-12;2020-06-18;Si;;;87.8680;57;4562.9720;2960;3.3520;27;1;20
CATALUNYA;CATALUNYA;2020-06-12;2020-06-18;No;11.885;0.861042;5.9681;454;450.4277;34264;1.2858;150;21;23
CATALUNYA;CATALUNYA;2020-06-11;2020-06-17;No;11.1959;0.797444;5.6001;426;458.0917;34847;1.1936;144;20;22
CATALUNYA;CATALUNYA;2020-06-11;2020-06-17;--;;;0.0000;7;0.0000;345;0.8824;3;0;0
CATALUNYA;CATALUNYA;2020-06-11;2020-06-17;Si;;;77.0772;50;4664.7140;3026;2.8201;28;1;24
CATALUNYA;CATALUNYA;2020-06-10;2020-06-16;Si;;;80.1603;52;4851.2409;3147;2.9025;31;2;25
CATALUNYA;CATALUNYA;2020-06-10;2020-06-16;No;11.5287;0.779545;6.2048;472;470.8037;35814;1.3569;127;18;23
CATALUNYA;CATALUNYA;2020-06-10;2020-06-16;--;;;0.0000;9;0.0000;362;1.1236;5;0;0
CATALUNYA;CATALUNYA;2020-06-09;2020-06-15;--;;;0.0000;7;0.0000;344;0.8902;4;0;0
CATALUNYA;CATALUNYA;2020-06-09;2020-06-15;Si;;;81.7018;53;5239.7101;3399;3.1476;31;2;22
CATALUNYA;CATALUNYA;2020-06-09;2020-06-15;No;11.6264;0.771074;6.3099;480;473.1173;35990;1.3618;125;18;25
CATALUNYA;CATALUNYA;2020-06-08;2020-06-14;No;11.781;0.791679;6.3888;486;477.4423;36319;1.3261;131;22;30
CATALUNYA;CATALUNYA;2020-06-08;2020-06-14;--;;;0.0000;6;0.0000;350;0.8772;5;0;0
CATALUNYA;CATALUNYA;2020-06-08;2020-06-14;Si;;;110.9912;72;5532.6036;3589;3.4247;37;1;20
CATALUNYA;CATALUNYA;2020-06-07;2020-06-13;Si;;;117.1573;76;5646.6779;3663;3.5437;35;1;19
CATALUNYA;CATALUNYA;2020-06-07;2020-06-13;No;13.1588;0.862922;6.5991;502;484.0020;36818;1.3613;134;24;31
CATALUNYA;CATALUNYA;2020-06-07;2020-06-13;--;;;0.0000;7;0.0000;354;1.1561;6;0;0
CATALUNYA;CATALUNYA;2020-06-06;2020-06-12;--;;;0.0000;8;0.0000;366;1.1173;6;0;0
CATALUNYA;CATALUNYA;2020-06-06;2020-06-12;Si;;;120.2404;78;5843.9956;3791;3.6208;35;1;21
CATALUNYA;CATALUNYA;2020-06-06;2020-06-12;No;15.075;0.94461;6.8752;523;496.0699;37736;1.4183;148;30;33
CATALUNYA;CATALUNYA;2020-06-05;2020-06-11;No;16.6437;0.993009;7.8348;596;509.9387;38791;1.5968;164;28;33
CATALUNYA;CATALUNYA;2020-06-05;2020-06-11;--;;;0.0000;7;0.0000;398;1.0256;7;0;0
CATALUNYA;CATALUNYA;2020-06-05;2020-06-11;Si;;;117.1573;76;6130.7229;3977;3.3718;41;1;25
CATALUNYA;CATALUNYA;2020-06-04;2020-06-10;No;17.8068;1.00636;8.4396;642;522.8084;39770;1.6805;167;29;34
CATALUNYA;CATALUNYA;2020-06-04;2020-06-10;--;;;0.0000;7;0.0000;442;0.6912;10;1;0
CATALUNYA;CATALUNYA;2020-06-04;2020-06-10;Si;;;147.9882;96;6614.7679;4291;3.4152;42;1;26
CATALUNYA;CATALUNYA;2020-06-03;2020-06-09;--;;;0.0000;6;0.0000;453;0.6726;10;1;0
CATALUNYA;CATALUNYA;2020-06-03;2020-06-09;Si;;;138.7390;90;6631.7249;4302;3.3124;41;0;37
CATALUNYA;CATALUNYA;2020-06-03;2020-06-09;No;18.1436;0.998682;8.5842;653;532.9439;40541;1.6617;178;27;34
CATALUNYA;CATALUNYA;2020-06-02;2020-06-08;No;18.7087;0.977452;8.7682;667;525.7925;39997;1.6993;189;27;34
CATALUNYA;CATALUNYA;2020-06-02;2020-06-08;--;;;0.0000;7;0.0000;467;0.6508;9;2;0
CATALUNYA;CATALUNYA;2020-06-02;2020-06-08;Si;;;151.0713;98;6335.7484;4110;3.1938;42;0;44
CATALUNYA;CATALUNYA;2020-06-01;2020-06-07;No;19.2297;0.949255;8.4921;646;500.6709;38086;1.7653;190;24;26
CATALUNYA;CATALUNYA;2020-06-01;2020-06-07;--;;;0.0000;8;0.0000;426;0.9501;10;3;0
CATALUNYA;CATALUNYA;2020-06-01;2020-06-07;Si;;;127.9482;83;6076.7689;3942;2.9778;37;0;46
CATALUNYA;CATALUNYA;2020-05-31;2020-06-06;--;;;0.0000;7;0.0000;437;0.6944;10;4;0
CATALUNYA;CATALUNYA;2020-05-31;2020-06-06;Si;;;118.6989;77;6414.3671;4161;2.5134;39;1;55
CATALUNYA;CATALUNYA;2020-05-31;2020-06-06;No;18.5667;0.875072;8.6499;658;512.5021;38986;1.7542;194;23;26
CATALUNYA;CATALUNYA;2020-05-30;2020-06-05;--;;;0.0000;7;0.0000;501;0.8065;12;4;0
CATALUNYA;CATALUNYA;2020-05-30;2020-06-05;Si;;;141.8221;92;7094.1883;4602;2.6662;40;1;57
CATALUNYA;CATALUNYA;2020-05-30;2020-06-05;No;17.0062;0.791714;9.0837;691;529.9335;40312;1.7841;186;21;25
CATALUNYA;CATALUNYA;2020-05-29;2020-06-04;No;16.5743;0.754524;8.9259;679;532.1945;40484;1.7084;179;24;31
CATALUNYA;CATALUNYA;2020-05-29;2020-06-04;--;;;0.0000;10;0.0000;495;1.4257;10;4;0
CATALUNYA;CATALUNYA;2020-05-29;2020-06-04;Si;;;172.6529;112;7370.1248;4781;3.1714;37;1;62
CATALUNYA;CATALUNYA;2020-05-28;2020-06-03;--;;;0.0000;15;0.0000;569;2.3214;8;3;0
CATALUNYA;CATALUNYA;2020-05-28;2020-06-03;Si;;;177.2776;115;7945.1210;5154;3.4439;45;2;64
CATALUNYA;CATALUNYA;2020-05-28;2020-06-03;No;17.732;0.753141;9.2546;704;546.9967;41610;1.7070;183;21;36
CATALUNYA;CATALUNYA;2020-05-27;2020-06-02;--;;;0.0000;17;0.0000;662;2.1440;8;4;0
CATALUNYA;CATALUNYA;2020-05-27;2020-06-02;Si;;;188.0684;122;8164.0203;5296;3.4919;41;2;59
CATALUNYA;CATALUNYA;2020-05-27;2020-06-02;No;18.5318;0.777557;9.5832;729;545.8136;41520;1.7402;180;23;41
CATALUNYA;CATALUNYA;2020-05-26;2020-06-01;No;20.6738;0.815268;10.3720;789;569.2657;43304;1.8307;178;28;48
CATALUNYA;CATALUNYA;2020-05-26;2020-06-01;--;;;0.0000;16;0.0000;731;1.9471;10;3;0
CATALUNYA;CATALUNYA;2020-05-26;2020-06-01;Si;;;201.9423;131;9215.3537;5978;3.4978;40;3;60
CATALUNYA;CATALUNYA;2020-05-25;2020-05-31;Si;;;257.4379;167;10346.8475;6712;3.6922;43;4;65
CATALUNYA;CATALUNYA;2020-05-25;2020-05-31;No;22.8977;0.847192;11.7654;895;610.8722;46469;1.9333;183;34;53
CATALUNYA;CATALUNYA;2020-05-25;2020-05-31;--;;;0.0000;15;0.0000;806;1.6414;11;2;0
CATALUNYA;CATALUNYA;2020-05-24;2020-05-30;--;;;0.0000;18;0.0000;866;1.8868;10;1;0
CATALUNYA;CATALUNYA;2020-05-24;2020-05-30;Si;;;279.0195;181;10827.8094;7024;3.8540;52;3;63
CATALUNYA;CATALUNYA;2020-05-24;2020-05-30;No;23.6451;0.87357;12.5673;956;618.3653;47039;2.0548;186;32;56
CATALUNYA;CATALUNYA;2020-05-23;2020-05-29;No;25.4214;0.934204;12.3964;943;616.7878;46919;1.9991;185;28;66
CATALUNYA;CATALUNYA;2020-05-23;2020-05-29;--;;;0.0000;17;0.0000;884;1.7341;8;1;0
CATALUNYA;CATALUNYA;2020-05-23;2020-05-29;Si;;;291.3519;189;11577.0001;7510;3.7029;57;3;72
CATALUNYA;CATALUNYA;2020-05-22;2020-05-28;Si;;;309.8504;201;12606.7519;8178;3.5920;63;3;72
CATALUNYA;CATALUNYA;2020-05-22;2020-05-28;No;28.3774;1.03533;13.0406;992;617.4188;46967;2.1076;178;29;69
CATALUNYA;CATALUNYA;2020-05-22;2020-05-28;--;;;0.0000;16;0.0000;908;1.4640;12;1;0
CATALUNYA;CATALUNYA;2020-05-21;2020-05-27;--;;;0.0000;11;0.0000;851;0.8383;15;1;0
CATALUNYA;CATALUNYA;2020-05-21;2020-05-27;Si;;;329.8905;214;13756.7442;8924;3.5766;63;2;76
CATALUNYA;CATALUNYA;2020-05-21;2020-05-27;No;30.7164;1.12499;14.2894;1087;622.1381;47326;2.3448;203;32;77
CATALUNYA;CATALUNYA;2020-05-20;2020-05-26;No;32.391;1.18347;14.2500;1084;626.7391;47676;2.2894;217;35;85
CATALUNYA;CATALUNYA;2020-05-20;2020-05-26;--;;;0.0000;8;0.0000;789;0.7772;13;0;0
CATALUNYA;CATALUNYA;2020-05-20;2020-05-26;Si;;;411.5924;267;15088.6388;9788;4.0682;66;2;82
CATALUNYA;CATALUNYA;2020-05-19;2020-05-25;No;33.6167;1.22531;14.9862;1140;635.9938;48380;2.4134;230;29;96
CATALUNYA;CATALUNYA;2020-05-19;2020-05-25;--;;;0.0000;12;0.0000;718;1.2766;13;0;0
CATALUNYA;CATALUNYA;2020-05-19;2020-05-25;Si;;;410.0508;266;15629.7209;10139;3.7426;72;2;84
CATALUNYA;CATALUNYA;2020-05-18;2020-05-24;--;;;0.0000;15;0.0000;671;1.6692;10;0;1
CATALUNYA;CATALUNYA;2020-05-18;2020-05-24;Si;;;365.3460;237;15967.3192;10358;3.3931;73;2;75
CATALUNYA;CATALUNYA;2020-05-18;2020-05-24;No;33.9184;1.23217;15.2622;1161;641.8174;48823;2.4171;238;29;101
CATALUNYA;CATALUNYA;2020-05-17;2020-05-23;No;32.959;1.22302;14.4998;1103;628.8556;47837;2.3399;232;31;108
CATALUNYA;CATALUNYA;2020-05-17;2020-05-23;--;;;0.0000;12;0.0000;593;1.3675;11;0;1
CATALUNYA;CATALUNYA;2020-05-17;2020-05-23;Si;;;349.9306;227;16073.6858;10427;3.1699;69;2;75
CATALUNYA;CATALUNYA;2020-05-16;2020-05-22;No;32.0434;1.17812;14.8153;1127;632.5364;48117;2.4258;236;33;109
CATALUNYA;CATALUNYA;2020-05-16;2020-05-22;--;;;0.0000;12;0.0000;504;1.6097;15;0;1
CATALUNYA;CATALUNYA;2020-05-16;2020-05-22;Si;;;342.2229;222;15558.8099;10093;3.2297;66;2;72
CATALUNYA;CATALUNYA;2020-05-15;2020-05-21;--;;;0.0000;10;0.0000;417;1.4563;14;0;1
CATALUNYA;CATALUNYA;2020-05-15;2020-05-21;Si;;;336.0567;218;14502.8518;9408;3.3923;68;2;84
CATALUNYA;CATALUNYA;2020-05-15;2020-05-21;No;29.854;1.13041;14.3683;1093;613.3567;46658;2.4045;258;33;116
CATALUNYA;CATALUNYA;2020-05-14;2020-05-20;--;;;0.0000;12;0.0000;333;2.1277;13;0;1
CATALUNYA;CATALUNYA;2020-05-14;2020-05-20;Si;;;357.6383;232;13624.1714;8838;3.5531;76;2;87
CATALUNYA;CATALUNYA;2020-05-14;2020-05-20;No;27.2964;1.10449;13.0143;990;600.3950;45672;2.1522;250;32;113
CATALUNYA;CATALUNYA;2020-05-13;2020-05-19;No;27.5006;1.10453;13.1195;998;586.3684;44605;2.2191;266;34;113
CATALUNYA;CATALUNYA;2020-05-13;2020-05-19;--;;;0.0000;13;0.0000;312;1.9544;14;0;1
CATALUNYA;CATALUNYA;2020-05-13;2020-05-19;Si;;;317.5581;206;13627.2545;8840;3.1901;78;2;91
CATALUNYA;CATALUNYA;2020-05-12;2020-05-18;--;;;0.0000;8;0.0000;307;0.9967;15;0;2
CATALUNYA;CATALUNYA;2020-05-12;2020-05-18;Si;;;349.9306;227;13329.7363;8647;3.5733;77;1;100
CATALUNYA;CATALUNYA;2020-05-12;2020-05-18;No;26.438;1.09838;12.4490;947;557.1716;42384;2.1022;280;42;114
CATALUNYA;CATALUNYA;2020-05-11;2020-05-17;--;;;0.0000;9;0.0000;302;0.6734;17;0;1
CATALUNYA;CATALUNYA;2020-05-11;2020-05-17;Si;;;369.9707;240;13274.2407;8611;3.9093;85;0;133
CATALUNYA;CATALUNYA;2020-05-11;2020-05-17;No;25.9946;1.10347;12.2650;933;535.3232;40722;2.1266;299;39;122
